SchemeCode,SchemeName,NAV,NAVDate
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.5046,2015-10-01 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.7168,2015-10-05 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.7911,2015-10-06 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.7632,2015-10-07 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.3918,2015-10-08 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.9999,2015-10-09 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.8473,2015-10-12 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.6655,2015-10-13 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.5805,2015-10-14 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.308,2015-10-15 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.7191,2015-10-16 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.7336,2015-10-19 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,75.1698,2015-10-20 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.8205,2015-10-21 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.8924,2015-10-23 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.7268,2015-10-26 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.7795,2015-10-27 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.2628,2015-10-28 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.8375,2015-10-29 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.1414,2015-10-30 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.8741,2015-11-02 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.0774,2015-11-03 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.2159,2015-11-04 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.2165,2015-11-05 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.0929,2015-11-06 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.1981,2015-11-09 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.2611,2015-11-10 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.4442,2015-11-13 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.6738,2015-11-16 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.5541,2015-11-17 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,71.9035,2015-11-18 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.6712,2015-11-19 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.7721,2015-11-20 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.9132,2015-11-23 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.0058,2015-11-24 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.1631,2015-11-26 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.6732,2015-11-27 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.0219,2015-11-30 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.9807,2015-12-01 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.0388,2015-12-02 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.9203,2015-12-03 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.1873,2015-12-04 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.0694,2015-12-07 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.575,2015-12-08 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,71.6863,2015-12-09 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,71.9025,2015-12-10 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,71.222,2015-12-11 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,71.2882,2015-12-14 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,71.6866,2015-12-15 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,71.8678,2015-12-16 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.8249,2015-12-17 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.5048,2015-12-18 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.3327,2015-12-21 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.018,2015-12-22 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.6519,2015-12-23 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.8083,2015-12-24 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.2261,2015-12-28 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.2905,2015-12-29 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.2105,2015-12-30 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.4071,2015-12-31 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.8677,2016-01-01 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.4887,2016-01-04 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.2749,2016-01-05 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.7553,2016-01-06 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,71.1173,2016-01-07 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,71.5735,2016-01-08 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,71.1724,2016-01-11 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,70.3676,2016-01-12 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,70.2484,2016-01-13 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,69.6,2016-01-14 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.9069,2016-01-15 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.6181,2016-01-18 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.503,2016-01-19 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.2421,2016-01-20 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.1881,2016-01-21 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.3396,2016-01-22 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.3911,2016-01-25 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.8238,2016-01-27 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.59,2016-01-28 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.125,2016-01-29 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.7953,2016-02-01 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.875,2016-02-02 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.5069,2016-02-03 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.4482,2016-02-04 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.2299,2016-02-05 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.9143,2016-02-08 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,64.8813,2016-02-09 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,63.9838,2016-02-10 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,62.0314,2016-02-11 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,61.1168,2016-02-12 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,63.0813,2016-02-15 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,61.8541,2016-02-16 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,61.8484,2016-02-17 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,62.3225,2016-02-18 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,62.5212,2016-02-19 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,62.5662,2016-02-22 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,61.6966,2016-02-23 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,60.9498,2016-02-24 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,60.0612,2016-02-25 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,60.3484,2016-02-26 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,60.098,2016-02-29 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,61.8776,2016-03-01 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,63.426,2016-03-02 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,64.6438,2016-03-03 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,64.7004,2016-03-04 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,64.228,2016-03-08 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,64.3427,2016-03-09 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,63.9106,2016-03-10 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,63.8158,2016-03-11 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,64.0969,2016-03-14 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,63.6011,2016-03-15 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,63.8396,2016-03-16 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,63.9261,2016-03-17 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,64.6027,2016-03-18 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.5814,2016-03-21 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.8932,2016-03-22 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.9904,2016-03-23 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,64.8132,2016-03-28 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.0354,2016-03-29 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.4578,2016-03-30 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.4116,2016-03-31 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.6804,2016-04-01 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.8699,2016-04-04 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.5887,2016-04-05 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.6411,2016-04-06 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.3087,2016-04-07 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.478,2016-04-08 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.3043,2016-04-11 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.9177,2016-04-12 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.9275,2016-04-13 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.9913,2016-04-18 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.1559,2016-04-20 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.2755,2016-04-21 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.435,2016-04-22 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.0456,2016-04-25 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.657,2016-04-26 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.3646,2016-04-27 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.4679,2016-04-28 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.4455,2016-04-29 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.2547,2016-05-02 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.037,2016-05-03 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.4067,2016-05-04 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.4242,2016-05-05 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.1792,2016-05-06 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.0558,2016-05-09 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.1355,2016-05-10 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.7829,2016-05-11 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.2492,2016-05-12 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.3303,2016-05-13 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.078,2016-05-16 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.3606,2016-05-17 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.3353,2016-05-18 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.4878,2016-05-19 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.0565,2016-05-20 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.7461,2016-05-23 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,65.7618,2016-05-24 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,66.8193,2016-05-25 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,67.6554,2016-05-26 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.3238,2016-05-27 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.4999,2016-05-30 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.5204,2016-05-31 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.3276,2016-06-01 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.9235,2016-06-02 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,68.7094,2016-06-03 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,69.0656,2016-06-06 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,69.8479,2016-06-07 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,70.4457,2016-06-08 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,70.0361,2016-06-09 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,69.8604,2016-06-10 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,69.1514,2016-06-13 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,69.4215,2016-06-14 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,70.1468,2016-06-15 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,69.9918,2016-06-16 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,70.2461,2016-06-17 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,70.6657,2016-06-20 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,70.5273,2016-06-21 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,70.2497,2016-06-22 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,70.7584,2016-06-23 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,69.3136,2016-06-24 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,69.8532,2016-06-27 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,69.8587,2016-06-28 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,70.7795,2016-06-29 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,71.4429,2016-06-30 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.1154,2016-07-01 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.7802,2016-07-04 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.431,2016-07-05 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.0771,2016-07-07 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,71.8368,2016-07-08 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.6022,2016-07-11 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.9598,2016-07-12 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.6298,2016-07-13 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.2732,2016-07-14 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.889,2016-07-15 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.7035,2016-07-18 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.1537,2016-07-19 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.6725,2016-07-20 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.191,2016-07-21 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.4385,2016-07-22 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.3169,2016-07-25 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.933,2016-07-26 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.3397,2016-07-27 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.5276,2016-07-28 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,74.1879,2016-07-29 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.7241,2016-08-01 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,73.4528,2016-08-02 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.7292,2016-08-03 00:00:00
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,72.6319,2016-08-04 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,141.1958,2015-08-03 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,142.1035,2015-08-04 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,143.7269,2015-08-05 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,145.9732,2015-08-06 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,145.8815,2015-08-07 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,144.2421,2015-08-10 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,145.6222,2015-08-11 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,147.4505,2015-08-12 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,148.8284,2015-08-13 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,150.8256,2015-08-14 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,150.4718,2015-08-17 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,149.9142,2015-08-18 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,153.6359,2015-08-19 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,153.7549,2015-08-20 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,154.0299,2015-08-21 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,144.9214,2015-08-24 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,144.8209,2015-08-25 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,143.7384,2015-08-26 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,147.7098,2015-08-27 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,147.8542,2015-08-28 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,150.4055,2015-08-31 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,147.972,2015-09-01 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,148.4163,2015-09-02 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,149.347,2015-09-03 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,146.6733,2015-09-04 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,145.0879,2015-09-07 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,144.5948,2015-09-08 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,146.0899,2015-09-09 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,146.1972,2015-09-10 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,146.372,2015-09-11 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,148.2477,2015-09-14 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,147.2531,2015-09-15 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,148.6975,2015-09-16 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,151.4517,2015-09-18 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,152.0106,2015-09-21 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,151.7082,2015-09-22 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,152.6455,2015-09-23 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,153.9519,2015-09-24 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,153.9257,2015-09-28 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,152.0788,2015-09-29 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,153.6813,2015-09-30 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,155.1747,2015-10-01 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,155.4593,2015-10-05 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,157.1699,2015-10-06 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,156.747,2015-10-07 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,155.5644,2015-10-08 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,155.849,2015-10-09 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,154.1918,2015-10-12 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,154.7379,2015-10-13 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,154.6564,2015-10-14 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,154.3648,2015-10-15 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,154.8808,2015-10-16 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,156.2681,2015-10-19 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,156.1326,2015-10-20 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,156.4266,2015-10-21 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,157.0677,2015-10-23 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,156.1762,2015-10-26 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,156.0853,2015-10-27 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,155.7555,2015-10-28 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,156.152,2015-10-29 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,157.2431,2015-10-30 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,154.8133,2015-11-02 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,154.984,2015-11-03 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,154.4816,2015-11-04 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,152.0664,2015-11-05 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,148.2342,2015-11-06 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,147.1993,2015-11-09 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,144.6709,2015-11-10 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,145.0108,2015-11-13 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,145.1161,2015-11-16 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,145.9176,2015-11-17 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,146.0909,2015-11-18 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,146.6737,2015-11-19 00:00:00
102431,Reliance Pharma Fund-Growth Plan-Growth Option,146.7712,2015-11-20 00:00:00
